"Trial","Year","AgeBucket","Age","Female","Male"
45,2025,1,85,1,2
45,2025,1,86,1,2
45,2025,1,87,1,2
45,2025,1,88,1,2
45,2025,1,89,1,2
45,2025,1,90,1,2
45,2025,1,91,1,2
45,2025,1,92,1,2
45,2025,1,93,1,2
45,2025,1,94,1,2
45,2025,1,95,1,2
45,2025,1,96,0,2
45,2025,1,97,0,2
45,2025,1,98,0,2
45,2025,1,99,0,2
45,2025,1,100,0,2
45,2026,1,0,89,89
45,2026,1,1,94,95
45,2026,1,2,97,100
45,2026,1,3,97,99
45,2026,1,4,95,95
45,2026,1,5,95,95
45,2026,1,6,45,43
45,2026,1,7,45,44
45,2026,1,8,44,44
45,2026,1,9,44,44
45,2026,1,10,43,44
45,2026,1,11,43,44
45,2026,1,12,42,44
45,2026,1,13,42,45
45,2026,1,14,41,45
45,2026,1,15,41,45
45,2026,1,16,40,45
45,2026,1,17,40,45
45,2026,1,18,39,45
45,2026,1,19,39,45
45,2026,1,20,38,45
45,2026,1,21,38,45
45,2026,1,22,38,45
45,2026,1,23,37,45
45,2026,1,24,37,45
45,2026,1,25,36,45
45,2026,1,26,36,44
45,2026,1,27,35,44
45,2026,1,28,34,44
45,2026,1,29,34,43
45,2026,1,30,33,43
45,2026,1,31,33,42
45,2026,1,32,32,42
45,2026,1,33,32,41
45,2026,1,34,31,40
45,2026,1,35,31,39
45,2026,1,36,30,39
45,2026,1,37,29,38
45,2026,1,38,29,37
45,2026,1,39,28,36
45,2026,1,40,28,35
45,2026,1,41,27,34
45,2026,1,42,26,33
45,2026,1,43,26,32
45,2026,1,44,25,31
45,2026,1,45,24,30
45,2026,1,46,24,29
45,2026,1,47,23,28
45,2026,1,48,22,27
45,2026,1,49,21,26
45,2026,1,50,20,25
45,2026,1,51,20,24
45,2026,1,52,19,23
45,2026,1,53,18,22
45,2026,1,54,17,20
45,2026,1,55,16,19
45,2026,1,56,16,18
45,2026,1,57,15,17
45,2026,1,58,14,16
45,2026,1,59,13,15
45,2026,1,60,12,14
45,2026,1,61,12,13
45,2026,1,62,11,12
45,2026,1,63,10,12
45,2026,1,64,9,11
45,2026,1,65,9,10
45,2026,1,66,8,9
45,2026,1,67,7,8
45,2026,1,68,7,8
45,2026,1,69,6,7
45,2026,1,70,6,6
45,2026,1,71,5,6
45,2026,1,72,5,5
45,2026,1,73,4,5
45,2026,1,74,4,4
45,2026,1,75,4,4
45,2026,1,76,3,4
45,2026,1,77,3,3
45,2026,1,78,3,3
45,2026,1,79,2,3
45,2026,1,80,2,3
45,2026,1,81,2,3
45,2026,1,82,2,2
45,2026,1,83,2,2
45,2026,1,84,1,2
45,2026,1,85,1,2
45,2026,1,86,1,2
45,2026,1,87,1,2
45,2026,1,88,1,2
45,2026,1,89,1,2
45,2026,1,90,1,2
45,2026,1,91,1,2
45,2026,1,92,1,2
45,2026,1,93,1,2
45,2026,1,94,1,2
45,2026,1,95,1,2
45,2026,1,96,1,2
45,2026,1,97,0,2
45,2026,1,98,0,2
45,2026,1,99,0,2
45,2026,1,100,0,2
45,2027,1,0,93,94
45,2027,1,1,89,89
45,2027,1,2,94,95
45,2027,1,3,97,100
45,2027,1,4,97,99
45,2027,1,5,95,95
45,2027,1,6,95,95
45,2027,1,7,45,43
45,2027,1,8,45,44
45,2027,1,9,44,44
45,2027,1,10,44,44
45,2027,1,11,43,44
45,2027,1,12,43,44
45,2027,1,13,42,44
45,2027,1,14,42,45
45,2027,1,15,41,45
45,2027,1,16,41,45
45,2027,1,17,40,45
45,2027,1,18,40,45
45,2027,1,19,39,45
45,2027,1,20,39,45
45,2027,1,21,38,45
45,2027,1,22,38,45
45,2027,1,23,38,45
45,2027,1,24,37,45
45,2027,1,25,37,45
45,2027,1,26,36,45
45,2027,1,27,36,44
45,2027,1,28,35,44
45,2027,1,29,34,44
45,2027,1,30,34,43
45,2027,1,31,33,43
45,2027,1,32,33,42
45,2027,1,33,32,42
45,2027,1,34,32,41
45,2027,1,35,31,40
45,2027,1,36,31,39
45,2027,1,37,30,39
45,2027,1,38,29,38
45,2027,1,39,29,37
45,2027,1,40,28,36
45,2027,1,41,28,35
45,2027,1,42,27,34
45,2027,1,43,26,33
45,2027,1,44,26,32
45,2027,1,45,25,31
45,2027,1,46,24,30
45,2027,1,47,24,29
45,2027,1,48,23,28
45,2027,1,49,22,27
45,2027,1,50,21,26
45,2027,1,51,20,25
45,2027,1,52,20,24
45,2027,1,53,19,23
45,2027,1,54,18,22
45,2027,1,55,17,20
45,2027,1,56,16,19
45,2027,1,57,16,18
45,2027,1,58,15,17
45,2027,1,59,14,16
45,2027,1,60,13,15
45,2027,1,61,12,14
45,2027,1,62,12,13
45,2027,1,63,11,12
45,2027,1,64,10,12
45,2027,1,65,9,11
45,2027,1,66,9,10
45,2027,1,67,8,9
45,2027,1,68,7,8
45,2027,1,69,7,8
45,2027,1,70,6,7
45,2027,1,71,6,6
45,2027,1,72,5,6
45,2027,1,73,5,5
45,2027,1,74,4,5
45,2027,1,75,4,4
45,2027,1,76,4,4
45,2027,1,77,3,4
45,2027,1,78,3,3
45,2027,1,79,3,3
45,2027,1,80,2,3
45,2027,1,81,2,3
45,2027,1,82,2,3
45,2027,1,83,2,2
45,2027,1,84,2,2
45,2027,1,85,1,2
45,2027,1,86,1,2
45,2027,1,87,1,2
45,2027,1,88,1,2
45,2027,1,89,1,2
45,2027,1,90,1,2
45,2027,1,91,1,2
45,2027,1,92,1,2
45,2027,1,93,1,2
45,2027,1,94,1,2
45,2027,1,95,1,2
45,2027,1,96,1,2
45,2027,1,97,1,2
45,2027,1,98,0,2
45,2027,1,99,0,2
45,2027,1,100,0,2
45,2028,1,0,88,89
45,2028,1,1,93,94
45,2028,1,2,89,89
45,2028,1,3,94,95
45,2028,1,4,97,100
45,2028,1,5,97,99
45,2028,1,6,95,95
45,2028,1,7,95,95
45,2028,1,8,45,43
45,2028,1,9,45,44
45,2028,1,10,44,44
45,2028,1,11,44,44
45,2028,1,12,43,44
45,2028,1,13,43,44
45,2028,1,14,42,44
45,2028,1,15,42,45
45,2028,1,16,41,45
45,2028,1,17,41,45
45,2028,1,18,40,45
45,2028,1,19,40,45
45,2028,1,20,39,45
45,2028,1,21,39,45
45,2028,1,22,38,45
45,2028,1,23,38,45
45,2028,1,24,38,45
45,2028,1,25,37,45
45,2028,1,26,37,45
45,2028,1,27,36,45
45,2028,1,28,36,44
45,2028,1,29,35,44
45,2028,1,30,34,44
45,2028,1,31,34,43
45,2028,1,32,33,43
45,2028,1,33,33,42
45,2028,1,34,32,42
45,2028,1,35,32,41
45,2028,1,36,31,40
45,2028,1,37,31,39
45,2028,1,38,30,39
45,2028,1,39,29,38
45,2028,1,40,29,37
45,2028,1,41,28,36
45,2028,1,42,28,35
45,2028,1,43,27,34
45,2028,1,44,26,33
45,2028,1,45,26,32
45,2028,1,46,25,31
45,2028,1,47,24,30
45,2028,1,48,24,29
45,2028,1,49,23,28
45,2028,1,50,22,27
45,2028,1,51,21,26
45,2028,1,52,20,25
45,2028,1,53,20,24
45,2028,1,54,19,23
45,2028,1,55,18,22
45,2028,1,56,17,20
45,2028,1,57,16,19
45,2028,1,58,16,18
45,2028,1,59,15,17
45,2028,1,60,14,16
45,2028,1,61,13,15
45,2028,1,62,12,14
45,2028,1,63,12,13
45,2028,1,64,11,12
45,2028,1,65,10,12
45,2028,1,66,9,11
45,2028,1,67,9,10
45,2028,1,68,8,9
45,2028,1,69,7,8
45,2028,1,70,7,8
45,2028,1,71,6,7
45,2028,1,72,6,6
45,2028,1,73,5,6
45,2028,1,74,5,5
45,2028,1,75,4,5
45,2028,1,76,4,4
45,2028,1,77,4,4
45,2028,1,78,3,4
45,2028,1,79,3,3
45,2028,1,80,3,3
45,2028,1,81,2,3
45,2028,1,82,2,3
45,2028,1,83,2,3
45,2028,1,84,2,2
45,2028,1,85,2,2
45,2028,1,86,1,2
45,2028,1,87,1,2
45,2028,1,88,1,2
45,2028,1,89,1,2
45,2028,1,90,1,2
45,2028,1,91,1,2
45,2028,1,92,1,2
45,2028,1,93,1,2
45,2028,1,94,1,2
45,2028,1,95,1,2
45,2028,1,96,1,2
45,2028,1,97,1,2
45,2028,1,98,1,2
45,2028,1,99,0,2
45,2028,1,100,0,2
45,2029,1,0,100,101
45,2029,1,1,88,89
45,2029,1,2,93,94
45,2029,1,3,89,89
45,2029,1,4,94,95
45,2029,1,5,97,100
45,2029,1,6,97,99
45,2029,1,7,95,95
45,2029,1,8,95,95
45,2029,1,9,45,43
45,2029,1,10,45,44
45,2029,1,11,44,44
45,2029,1,12,44,44
45,2029,1,13,43,44
45,2029,1,14,43,44
45,2029,1,15,42,44
45,2029,1,16,42,45
45,2029,1,17,41,45
45,2029,1,18,41,45
45,2029,1,19,40,45
45,2029,1,20,40,45
45,2029,1,21,39,45
45,2029,1,22,39,45
45,2029,1,23,38,45
45,2029,1,24,38,45
45,2029,1,25,38,45
45,2029,1,26,37,45
45,2029,1,27,37,45
45,2029,1,28,36,45
45,2029,1,29,36,44
45,2029,1,30,35,44
45,2029,1,31,34,44
45,2029,1,32,34,43
45,2029,1,33,33,43
45,2029,1,34,33,42
45,2029,1,35,32,42
45,2029,1,36,32,41
45,2029,1,37,31,40
45,2029,1,38,31,39
45,2029,1,39,30,39
45,2029,1,40,29,38
45,2029,1,41,29,37
45,2029,1,42,28,36
45,2029,1,43,28,35
45,2029,1,44,27,34
45,2029,1,45,26,33
45,2029,1,46,26,32
45,2029,1,47,25,31
45,2029,1,48,24,30
45,2029,1,49,24,29
45,2029,1,50,23,28
45,2029,1,51,22,27
45,2029,1,52,21,26
45,2029,1,53,20,25
45,2029,1,54,20,24
45,2029,1,55,19,23
45,2029,1,56,18,22
45,2029,1,57,17,20
45,2029,1,58,16,19
45,2029,1,59,16,18
45,2029,1,60,15,17
45,2029,1,61,14,16
45,2029,1,62,13,15
45,2029,1,63,12,14
45,2029,1,64,12,13
45,2029,1,65,11,12
45,2029,1,66,10,12
45,2029,1,67,9,11
45,2029,1,68,9,10
45,2029,1,69,8,9
45,2029,1,70,7,8
45,2029,1,71,7,8
45,2029,1,72,6,7
45,2029,1,73,6,6
45,2029,1,74,5,6
45,2029,1,75,5,4
45,2029,1,76,4,4
45,2029,1,77,4,4
45,2029,1,78,4,4
45,2029,1,79,3,4
45,2029,1,80,3,3
45,2029,1,81,3,3
45,2029,1,82,2,3
45,2029,1,83,2,3
45,2029,1,84,2,3
45,2029,1,85,2,2
45,2029,1,86,2,2
45,2029,1,87,1,2
45,2029,1,88,1,2
45,2029,1,89,1,2
45,2029,1,90,1,2
45,2029,1,91,1,2
45,2029,1,92,1,2
45,2029,1,93,1,2
45,2029,1,94,1,2
45,2029,1,95,1,2
45,2029,1,96,1,2
45,2029,1,97,1,2
45,2029,1,98,1,2
45,2029,1,99,1,2
45,2029,1,100,0,2
45,2030,1,0,106,107
45,2030,1,1,100,101
45,2030,1,2,88,89
45,2030,1,3,93,94
45,2030,1,4,89,89
45,2030,1,5,94,95
45,2030,1,6,97,100
45,2030,1,7,97,99
45,2030,1,8,95,95
45,2030,1,9,95,95
45,2030,1,10,45,43
45,2030,1,11,45,44
45,2030,1,12,44,44
45,2030,1,13,44,44
45,2030,1,14,43,44
45,2030,1,15,43,44
45,2030,1,16,42,44
45,2030,1,17,42,45
45,2030,1,18,41,45
45,2030,1,19,41,45
45,2030,1,20,40,45
45,2030,1,21,40,45
45,2030,1,22,39,45
45,2030,1,23,39,45
45,2030,1,24,38,45
45,2030,1,25,38,45
45,2030,1,26,38,45
45,2030,1,27,37,45
45,2030,1,28,37,45
45,2030,1,29,36,45
45,2030,1,30,36,44
45,2030,1,31,35,44
45,2030,1,32,34,44
45,2030,1,33,34,43
45,2030,1,34,33,43
45,2030,1,35,33,42
45,2030,1,36,32,42
45,2030,1,37,32,41
45,2030,1,38,31,40
45,2030,1,39,31,39
45,2030,1,40,30,39
45,2030,1,41,29,38
45,2030,1,42,29,37
45,2030,1,43,28,36
45,2030,1,44,28,35
45,2030,1,45,27,34
45,2030,1,46,26,33
45,2030,1,47,26,32
45,2030,1,48,25,31
45,2030,1,49,24,30
45,2030,1,50,24,29
45,2030,1,51,23,28
45,2030,1,52,22,27
45,2030,1,53,21,26
45,2030,1,54,20,25
45,2030,1,55,20,24
45,2030,1,56,19,23
45,2030,1,57,18,22
45,2030,1,58,17,20
45,2030,1,59,16,19
45,2030,1,60,16,18
45,2030,1,61,15,17
45,2030,1,62,14,16
45,2030,1,63,13,15
45,2030,1,64,12,14
45,2030,1,65,12,13
45,2030,1,66,11,12
45,2030,1,67,10,12
45,2030,1,68,9,11
45,2030,1,69,9,10
45,2030,1,70,8,9
45,2030,1,71,7,8
45,2030,1,72,7,8
45,2030,1,73,6,7
45,2030,1,74,6,6
45,2030,1,75,5,5
45,2030,1,76,5,4
45,2030,1,77,4,4
45,2030,1,78,4,4
45,2030,1,79,4,4
45,2030,1,80,3,4
45,2030,1,81,3,3
45,2030,1,82,3,3
45,2030,1,83,2,3
45,2030,1,84,2,3
45,2030,1,85,2,3
45,2030,1,86,2,2
45,2030,1,87,2,2
45,2030,1,88,1,2
45,2030,1,89,1,2
45,2030,1,90,1,2
45,2030,1,91,1,2
45,2030,1,92,1,2
45,2030,1,93,1,2
45,2030,1,94,1,2
45,2030,1,95,1,2
45,2030,1,96,1,2
45,2030,1,97,1,2
45,2030,1,98,1,2
45,2030,1,99,1,2
45,2030,1,100,1,2
45,2031,1,0,106,107
45,2031,1,1,106,107
45,2031,1,2,100,101
45,2031,1,3,88,89
45,2031,1,4,93,94
45,2031,1,5,89,89
45,2031,1,6,94,95
45,2031,1,7,97,100
45,2031,1,8,97,99
45,2031,1,9,95,95
45,2031,1,10,95,95
45,2031,1,11,45,43
45,2031,1,12,45,44
45,2031,1,13,44,44
45,2031,1,14,44,44
45,2031,1,15,43,44
45,2031,1,16,43,44
45,2031,1,17,42,44
45,2031,1,18,42,45
45,2031,1,19,41,45
45,2031,1,20,41,45
45,2031,1,21,40,45
45,2031,1,22,40,45
45,2031,1,23,39,45
45,2031,1,24,39,45
45,2031,1,25,38,45
45,2031,1,26,38,45
45,2031,1,27,38,45
45,2031,1,28,37,45
45,2031,1,29,37,45
45,2031,1,30,36,45
45,2031,1,31,36,44
45,2031,1,32,35,44
45,2031,1,33,34,44
45,2031,1,34,34,43
45,2031,1,35,33,43
45,2031,1,36,33,42
45,2031,1,37,32,42
45,2031,1,38,32,41
45,2031,1,39,31,40
45,2031,1,40,31,39
45,2031,1,41,30,39
45,2031,1,42,29,38
45,2031,1,43,29,37
45,2031,1,44,28,36
45,2031,1,45,28,35
45,2031,1,46,27,34
45,2031,1,47,26,33
45,2031,1,48,26,32
45,2031,1,49,25,31
45,2031,1,50,24,30
45,2031,1,51,24,29
45,2031,1,52,23,28
45,2031,1,53,22,27
45,2031,1,54,21,26
45,2031,1,55,20,25
45,2031,1,56,20,24
45,2031,1,57,19,23
45,2031,1,58,18,22
45,2031,1,59,17,20
45,2031,1,60,16,19
45,2031,1,61,16,18
45,2031,1,62,15,17
45,2031,1,63,14,16
45,2031,1,64,13,15
45,2031,1,65,12,14
45,2031,1,66,12,13
45,2031,1,67,11,12
45,2031,1,68,10,12
45,2031,1,69,9,11
45,2031,1,70,9,10
45,2031,1,71,8,9
45,2031,1,72,7,8
45,2031,1,73,7,8
45,2031,1,74,6,7
45,2031,1,75,6,5
45,2031,1,76,5,4
45,2031,1,77,5,4
45,2031,1,78,4,4
45,2031,1,79,4,4
45,2031,1,80,4,4
45,2031,1,81,3,4
45,2031,1,82,3,3
45,2031,1,83,3,3
45,2031,1,84,2,3
45,2031,1,85,2,3
45,2031,1,86,2,3
45,2031,1,87,2,2
45,2031,1,88,2,2
45,2031,1,89,1,2
45,2031,1,90,1,2
45,2031,1,91,1,2
45,2031,1,92,1,2
45,2031,1,93,1,2
45,2031,1,94,1,2
45,2031,1,95,1,2
45,2031,1,96,1,2
45,2031,1,97,1,2
45,2031,1,98,1,2
45,2031,1,99,1,2
45,2031,1,100,1,2
45,2032,1,0,110,111
45,2032,1,1,106,107
45,2032,1,2,106,107
45,2032,1,3,100,101
45,2032,1,4,88,89
45,2032,1,5,93,94
45,2032,1,6,89,89
45,2032,1,7,94,95
45,2032,1,8,97,100
45,2032,1,9,97,99
45,2032,1,10,95,95
45,2032,1,11,95,95
45,2032,1,12,45,43
45,2032,1,13,45,44
45,2032,1,14,44,44
45,2032,1,15,44,44
45,2032,1,16,43,44
45,2032,1,17,43,44
45,2032,1,18,42,44
45,2032,1,19,42,45
45,2032,1,20,41,45
45,2032,1,21,41,45
45,2032,1,22,40,45
45,2032,1,23,40,45
45,2032,1,24,39,45
45,2032,1,25,39,45
45,2032,1,26,38,45
45,2032,1,27,38,45
45,2032,1,28,38,45
45,2032,1,29,37,45
45,2032,1,30,37,45
45,2032,1,31,36,45
45,2032,1,32,36,44
45,2032,1,33,35,44
45,2032,1,34,34,44
45,2032,1,35,34,43
45,2032,1,36,33,43
45,2032,1,37,33,42
45,2032,1,38,32,42
45,2032,1,39,32,41
45,2032,1,40,31,40
45,2032,1,41,31,39
45,2032,1,42,30,39
45,2032,1,43,29,38
45,2032,1,44,29,37
45,2032,1,45,28,36
45,2032,1,46,28,35
45,2032,1,47,27,34
45,2032,1,48,26,33
45,2032,1,49,26,32
45,2032,1,50,25,31
45,2032,1,51,24,30
45,2032,1,52,24,29
45,2032,1,53,23,28
45,2032,1,54,22,27
45,2032,1,55,21,26
45,2032,1,56,20,25
45,2032,1,57,20,24
45,2032,1,58,19,23
45,2032,1,59,18,22
45,2032,1,60,17,19
45,2032,1,61,16,18
45,2032,1,62,16,18
45,2032,1,63,15,17
45,2032,1,64,14,16
45,2032,1,65,13,15
45,2032,1,66,12,14
45,2032,1,67,12,13
45,2032,1,68,11,12
45,2032,1,69,10,12
45,2032,1,70,9,11
45,2032,1,71,9,10
45,2032,1,72,8,9
45,2032,1,73,7,8
45,2032,1,74,7,8
45,2032,1,75,6,6
45,2032,1,76,6,4
45,2032,1,77,5,4
45,2032,1,78,5,4
45,2032,1,79,4,4
45,2032,1,80,4,4
45,2032,1,81,4,4
45,2032,1,82,3,4
45,2032,1,83,3,3
45,2032,1,84,3,3
45,2032,1,85,2,3
45,2032,1,86,2,3
45,2032,1,87,2,3
45,2032,1,88,2,2
45,2032,1,89,2,2
45,2032,1,90,1,2
45,2032,1,91,1,2
45,2032,1,92,1,2
45,2032,1,93,1,2
45,2032,1,94,1,2
45,2032,1,95,1,2
45,2032,1,96,1,2
45,2032,1,97,1,2
45,2032,1,98,1,2
45,2032,1,99,1,2
45,2032,1,100,1,2
45,2033,1,0,106,107
45,2033,1,1,110,111
45,2033,1,2,106,107
45,2033,1,3,106,107
45,2033,1,4,100,101
45,2033,1,5,88,89
45,2033,1,6,93,94
45,2033,1,7,89,89
45,2033,1,8,94,95
45,2033,1,9,97,100
45,2033,1,10,97,99
45,2033,1,11,95,95
45,2033,1,12,95,95
45,2033,1,13,45,43
45,2033,1,14,45,44
45,2033,1,15,44,44
45,2033,1,16,44,44
45,2033,1,17,43,44
45,2033,1,18,43,44
45,2033,1,19,42,44
45,2033,1,20,42,45
45,2033,1,21,41,45
45,2033,1,22,41,45
45,2033,1,23,40,45
45,2033,1,24,40,45
45,2033,1,25,39,45
45,2033,1,26,39,45
45,2033,1,27,38,45
45,2033,1,28,38,45
45,2033,1,29,38,45
45,2033,1,30,37,45
45,2033,1,31,37,45
45,2033,1,32,36,45
45,2033,1,33,36,44
45,2033,1,34,35,44
45,2033,1,35,34,44
45,2033,1,36,34,43
45,2033,1,37,33,43
45,2033,1,38,33,42
45,2033,1,39,32,42
45,2033,1,40,32,41
45,2033,1,41,31,40
45,2033,1,42,31,39
45,2033,1,43,30,39
45,2033,1,44,29,38
45,2033,1,45,29,37
45,2033,1,46,28,36
45,2033,1,47,28,35
45,2033,1,48,27,34
45,2033,1,49,26,33
45,2033,1,50,26,32
45,2033,1,51,25,31
45,2033,1,52,24,30
45,2033,1,53,24,29
45,2033,1,54,23,28
45,2033,1,55,22,27
45,2033,1,56,21,26
45,2033,1,57,20,25
45,2033,1,58,20,24
45,2033,1,59,19,23
45,2033,1,60,18,21
45,2033,1,61,17,18
45,2033,1,62,16,18
45,2033,1,63,16,18
45,2033,1,64,15,17
45,2033,1,65,14,16
45,2033,1,66,13,15
45,2033,1,67,12,14
45,2033,1,68,12,13
45,2033,1,69,11,12
45,2033,1,70,10,12
45,2033,1,71,9,11
45,2033,1,72,9,10
45,2033,1,73,8,9
45,2033,1,74,7,8
45,2033,1,75,7,7
45,2033,1,76,6,5
45,2033,1,77,6,4
45,2033,1,78,5,4
45,2033,1,79,5,4
45,2033,1,80,4,4
45,2033,1,81,4,4
45,2033,1,82,4,4
45,2033,1,83,3,4
45,2033,1,84,3,3
45,2033,1,85,3,3
45,2033,1,86,2,3
45,2033,1,87,2,3
45,2033,1,88,2,3
45,2033,1,89,2,2
45,2033,1,90,2,2
45,2033,1,91,1,2
45,2033,1,92,1,2
45,2033,1,93,1,2
45,2033,1,94,1,2
45,2033,1,95,1,2
45,2033,1,96,1,2
45,2033,1,97,1,2
45,2033,1,98,1,2
45,2033,1,99,1,2
45,2033,1,100,1,2
45,2034,1,0,108,108
45,2034,1,1,106,107
45,2034,1,2,110,111
45,2034,1,3,106,107
45,2034,1,4,106,107
45,2034,1,5,100,101
45,2034,1,6,88,89
45,2034,1,7,93,94
45,2034,1,8,89,89
45,2034,1,9,94,95
45,2034,1,10,97,100
45,2034,1,11,97,99
45,2034,1,12,95,95
45,2034,1,13,95,95
45,2034,1,14,45,43
45,2034,1,15,45,44
45,2034,1,16,44,44
45,2034,1,17,44,44
45,2034,1,18,43,44
45,2034,1,19,43,44
45,2034,1,20,42,44
45,2034,1,21,42,45
45,2034,1,22,41,45
45,2034,1,23,41,45
45,2034,1,24,40,45
45,2034,1,25,40,45
45,2034,1,26,39,45
45,2034,1,27,39,45
45,2034,1,28,38,45
45,2034,1,29,38,45
45,2034,1,30,38,45
45,2034,1,31,37,45
45,2034,1,32,37,45
45,2034,1,33,36,45
45,2034,1,34,36,44
45,2034,1,35,35,44
45,2034,1,36,34,44
45,2034,1,37,34,43
45,2034,1,38,33,43
45,2034,1,39,33,42
45,2034,1,40,32,42
45,2034,1,41,32,41
45,2034,1,42,31,40
45,2034,1,43,31,39
45,2034,1,44,30,39
45,2034,1,45,29,38
45,2034,1,46,29,37
45,2034,1,47,28,36
45,2034,1,48,28,35
45,2034,1,49,27,34
45,2034,1,50,26,33
45,2034,1,51,26,32
45,2034,1,52,25,31
45,2034,1,53,24,30
45,2034,1,54,24,29
45,2034,1,55,23,28
45,2034,1,56,22,27
45,2034,1,57,21,26
45,2034,1,58,20,25
45,2034,1,59,20,24
45,2034,1,60,19,22
45,2034,1,61,18,20
45,2034,1,62,17,18
45,2034,1,63,16,18
45,2034,1,64,16,18
45,2034,1,65,15,17
45,2034,1,66,14,16
45,2034,1,67,13,15
45,2034,1,68,12,14
45,2034,1,69,12,13
45,2034,1,70,11,12
45,2034,1,71,10,12
45,2034,1,72,9,11
45,2034,1,73,9,10
45,2034,1,74,8,9
45,2034,1,75,7,7
45,2034,1,76,7,6
45,2034,1,77,6,4
45,2034,1,78,6,4
45,2034,1,79,5,4
45,2034,1,80,5,4
45,2034,1,81,4,4
45,2034,1,82,4,4
45,2034,1,83,4,4
45,2034,1,84,3,4
45,2034,1,85,3,3
45,2034,1,86,3,3
45,2034,1,87,2,3
45,2034,1,88,2,3
45,2034,1,89,2,3
45,2034,1,90,2,2
45,2034,1,91,2,2
45,2034,1,92,1,2
45,2034,1,93,1,2
45,2034,1,94,1,2
45,2034,1,95,1,2
45,2034,1,96,1,2
45,2034,1,97,1,2
45,2034,1,98,1,2
45,2034,1,99,1,2
45,2034,1,100,1,2
45,2035,1,0,102,104
45,2035,1,1,108,108
45,2035,1,2,106,107
45,2035,1,3,110,111
45,2035,1,4,106,107
45,2035,1,5,106,107
45,2035,1,6,100,101
45,2035,1,7,88,89
45,2035,1,8,93,94
45,2035,1,9,89,89
45,2035,1,10,94,95
45,2035,1,11,97,100
45,2035,1,12,97,99
45,2035,1,13,95,95
45,2035,1,14,95,95
45,2035,1,15,45,43
45,2035,1,16,45,44
45,2035,1,17,44,44
45,2035,1,18,44,44
45,2035,1,19,43,44
45,2035,1,20,43,44
45,2035,1,21,42,44
45,2035,1,22,42,45
45,2035,1,23,41,45
45,2035,1,24,41,45
45,2035,1,25,40,45
45,2035,1,26,40,45
45,2035,1,27,39,45
45,2035,1,28,39,45
45,2035,1,29,38,45
45,2035,1,30,38,45
45,2035,1,31,38,45
45,2035,1,32,37,45
45,2035,1,33,37,45
45,2035,1,34,36,45
45,2035,1,35,36,44
45,2035,1,36,35,44
45,2035,1,37,34,44
45,2035,1,38,34,43
45,2035,1,39,33,43
45,2035,1,40,33,42
45,2035,1,41,32,42
45,2035,1,42,32,41
45,2035,1,43,31,40
45,2035,1,44,31,39
45,2035,1,45,30,39
45,2035,1,46,29,38
45,2035,1,47,29,37
45,2035,1,48,28,36
45,2035,1,49,28,35
45,2035,1,50,27,34
45,2035,1,51,26,33
45,2035,1,52,26,32
45,2035,1,53,25,31
45,2035,1,54,24,30
45,2035,1,55,24,29
45,2035,1,56,23,28
45,2035,1,57,22,27
45,2035,1,58,21,26
45,2035,1,59,20,25
45,2035,1,60,20,23
45,2035,1,61,19,22
45,2035,1,62,18,20
45,2035,1,63,17,18
45,2035,1,64,16,18
45,2035,1,65,16,18
45,2035,1,66,15,17
45,2035,1,67,14,16
45,2035,1,68,13,15
45,2035,1,69,12,14
45,2035,1,70,12,13
45,2035,1,71,11,12
45,2035,1,72,10,12
45,2035,1,73,9,11
45,2035,1,74,9,10
45,2035,1,75,8,8
45,2035,1,76,7,6
45,2035,1,77,7,5
45,2035,1,78,6,4
45,2035,1,79,6,4
45,2035,1,80,5,4
45,2035,1,81,5,4
45,2035,1,82,4,4
45,2035,1,83,4,4
45,2035,1,84,4,4
45,2035,1,85,3,4
45,2035,1,86,3,3
45,2035,1,87,3,3
45,2035,1,88,2,3
45,2035,1,89,2,3
45,2035,1,90,2,3
45,2035,1,91,2,2
45,2035,1,92,2,2
45,2035,1,93,1,2
45,2035,1,94,1,2
45,2035,1,95,1,2
45,2035,1,96,1,2
45,2035,1,97,1,2
45,2035,1,98,1,2
45,2035,1,99,1,2
45,2035,1,100,1,2
45,2036,1,0,106,106
45,2036,1,1,102,104
45,2036,1,2,108,108
45,2036,1,3,106,107
45,2036,1,4,110,111
45,2036,1,5,106,107
45,2036,1,6,106,107
45,2036,1,7,100,101
45,2036,1,8,88,89
45,2036,1,9,93,94
45,2036,1,10,89,89
45,2036,1,11,94,95
45,2036,1,12,97,100
45,2036,1,13,97,99
45,2036,1,14,95,95
45,2036,1,15,95,95
45,2036,1,16,45,43
45,2036,1,17,45,44
45,2036,1,18,44,44
45,2036,1,19,44,44
45,2036,1,20,43,44
45,2036,1,21,43,44
45,2036,1,22,42,44
45,2036,1,23,42,45
45,2036,1,24,41,45
45,2036,1,25,41,45
45,2036,1,26,40,45
45,2036,1,27,40,45
45,2036,1,28,39,45
45,2036,1,29,39,45
45,2036,1,30,38,45
45,2036,1,31,38,45
45,2036,1,32,38,45
45,2036,1,33,37,45
45,2036,1,34,37,45
45,2036,1,35,36,45
45,2036,1,36,36,44
45,2036,1,37,35,44
45,2036,1,38,34,44
45,2036,1,39,34,43
45,2036,1,40,33,43
45,2036,1,41,33,42
45,2036,1,42,32,42
45,2036,1,43,32,41
45,2036,1,44,31,40
45,2036,1,45,31,39
45,2036,1,46,30,39
45,2036,1,47,29,38
45,2036,1,48,29,37
